id,root,quality,quality_label,formula,level,category,shape_name,fret_code,frets,string_set,inversion,triad_inversion,priority,max_fret,fret_span_excluding_open,notes_sharp,intervals,related_suspended_ids
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_root_position_1-3-5_x-8-7-5-x-x_sus2_x-8-5-5-x-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_root_position_1-3-5_x-8-7-5-x-x_sus2,x-8-5-5-x-x,"[null, 8, 5, 5, null, null]",5-4-3,root_position,,65,8,3,None F G C None None,None 1 2 5 None None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-12-10-10-x-x_sus2_x-10-10-10-x-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-12-10-10-x-x_sus2,x-10-10-10-x-x,"[null, 10, 10, 10, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,10,0,None G C F None None,None 2 5 1 None None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-10-10-10-x_sus2_x-x-10-10-8-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-10-10-10-x_sus2,x-x-10-10-8-x,"[null, null, 10, 10, 8, null]",4-3-2,second_inversion,,65,10,2,None None C F G None,None None 5 1 2 None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-10-10-8_sus2_x-x-x-10-8-8,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-10-10-8_sus2,x-x-x-10-8-8,"[null, null, null, 10, 8, 8]",3-2-1,root_position,,65,10,2,None None None F G C,None None None 1 2 5,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_6-5-4_root_position_1-3-5_13-12-10-x-x-x_sus2_13-10-10-x-x-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_6-5-4_root_position_1-3-5_13-12-10-x-x-x_sus2,13-10-10-x-x-x,"[13, 10, 10, null, null, null]",6-5-4,root_position,,65,13,3,F G C None None None,1 2 5 None None None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-14-13-13_sus2_x-x-x-12-13-13,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-14-13-13_sus2,x-x-x-12-13-13,"[null, null, null, 12, 13, 13]",3-2-1,first_inversion_or_suspended_bass,,65,13,1,None None None G C F,None None None 2 5 1,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_6-5-4_first_inversion_3-5-1_17-15-15-x-x-x_sus2_15-15-15-x-x-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_6-5-4_first_inversion_3-5-1_17-15-15-x-x-x_sus2,15-15-15-x-x-x,"[15, 15, 15, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,15,0,G C F None None None,2 5 1 None None None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-15-15-14-x-x_sus2_x-15-15-12-x-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-15-15-14-x-x_sus2,x-15-15-12-x-x,"[null, 15, 15, 12, null, null]",5-4-3,second_inversion,,65,15,3,None C F G None None,None 5 1 2 None None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-15-14-13-x_sus2_x-x-15-12-13-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-15-14-13-x_sus2,x-x-15-12-13-x,"[null, null, 15, 12, 13, null]",4-3-2,root_position,,65,15,3,None None F G C None,None None 1 2 5 None,{}
F_sus2_triad_related_suspended_from_F_minor_triad_position_triad_4-3-2_first_inversion_b3-5-1_x-x-18-17-18-x_sus2_x-x-17-17-18-x,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_minor_triad_position_triad_4-3-2_first_inversion_b3-5-1_x-x-18-17-18-x_sus2,x-x-17-17-18-x,"[null, null, 17, 17, 18, null]",4-3-2,first_inversion_or_suspended_bass,,65,18,1,None None G C F None,None None 2 5 1 None,{}
F_sus2_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-17-18-17_sus2_x-x-x-17-18-15,F,sus2,sus2,1 2 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-17-18-17_sus2,x-x-x-17-18-15,"[null, null, null, 17, 18, 15]",3-2-1,second_inversion,,65,18,3,None None None C F G,None None None 5 1 2,{}
F_sus4_caged_suspended_E_shape_sus4_1-3-3-3-1-1,F,sus4,sus4,1 4 5,intermediate_core,caged_suspended,E_shape_sus4,1-3-3-3-1-1,"[1, 3, 3, 3, 1, 1]",,root_position,,30,3,2,F C F A# C F,1 5 1 4 5 1,{}
F_sus4_caged_suspended_D_shape_sus4_x-x-3-5-6-6,F,sus4,sus4,1 4 5,intermediate_core,caged_suspended,D_shape_sus4,x-x-3-5-6-6,"[null, null, 3, 5, 6, 6]",,root_position,,30,6,3,None None F C F A#,None None 1 5 1 4,{}
F_sus4_caged_suspended_C_shape_sus4_x-8-8-5-6-6,F,sus4,sus4,1 4 5,intermediate_core,caged_suspended,C_shape_sus4,x-8-8-5-6-6,"[null, 8, 8, 5, 6, 6]",,root_position,,30,8,3,None F A# C F A#,None 1 4 5 1 4,{}
F_sus4_caged_suspended_A_shape_sus4_x-8-10-10-11-8,F,sus4,sus4,1 4 5,intermediate_core,caged_suspended,A_shape_sus4,x-8-10-10-11-8,"[null, 8, 10, 10, 11, 8]",,root_position,,30,11,3,None F C F A# C,None 1 5 1 4 5,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-3-3-2-x-x_sus4_x-3-3-3-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-3-3-2-x-x_sus4,x-3-3-3-x-x,"[null, 3, 3, 3, null, null]",5-4-3,second_inversion,,65,3,0,None C F A# None None,None 5 1 4 None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-3-2-1-x_sus4_x-x-3-3-1-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-3-2-1-x_sus4,x-x-3-3-1-x,"[null, null, 3, 3, 1, null]",4-3-2,root_position,,65,3,2,None None F A# C None,None None 1 4 5 None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-2-1-1_sus4_x-x-x-3-1-1,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-2-1-1_sus4,x-x-x-3-1-1,"[null, null, null, 3, 1, 1]",3-2-1,first_inversion_or_suspended_bass,,65,3,2,None None None A# C F,None None None 4 5 1,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_first_inversion_3-1-5_x-0-3-5-x-x_sus4_x-1-3-5-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_first_inversion_3-1-5_x-0-3-5-x-x_sus4,x-1-3-5-x-x,"[null, 1, 3, 5, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,5,4,None A# F C None None,None 4 1 5 None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_6-5-4_first_inversion_3-5-1_5-3-3-x-x-x_sus4_6-3-3-x-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_6-5-4_first_inversion_3-5-1_5-3-3-x-x-x_sus4,6-3-3-x-x-x,"[6, 3, 3, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,6,3,A# C F None None None,4 5 1 None None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-5-6-5_sus4_x-x-x-5-6-6,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-5-6-5_sus4,x-x-x-5-6-6,"[null, null, null, 5, 6, 6]",3-2-1,second_inversion,,65,6,1,None None None C F A#,None None None 5 1 4,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_6-5-4_second_inversion_5-1-3_8-8-7-x-x-x_sus4_8-8-8-x-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_6-5-4_second_inversion_5-1-3_8-8-7-x-x-x_sus4,8-8-8-x-x-x,"[8, 8, 8, null, null, null]",6-5-4,second_inversion,,65,8,0,C F A# None None None,5 1 4 None None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_root_position_1-3-5_x-8-7-5-x-x_sus4_x-8-8-5-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_root_position_1-3-5_x-8-7-5-x-x_sus4,x-8-8-5-x-x,"[null, 8, 8, 5, null, null]",5-4-3,root_position,,65,8,3,None F A# C None None,None 1 4 5 None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-7-5-6-x_sus4_x-x-8-5-6-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_4-3-2_first_inversion_3-5-1_x-x-7-5-6-x_sus4,x-x-8-5-6-x,"[null, null, 8, 5, 6, null]",4-3-2,first_inversion_or_suspended_bass,,65,8,3,None None A# C F None,None None 4 5 1 None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-10-10-10-x_sus4_x-x-10-10-11-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_4-3-2_second_inversion_5-1-3_x-x-10-10-10-x_sus4,x-x-10-10-11-x,"[null, null, 10, 10, 11, null]",4-3-2,second_inversion,,65,11,1,None None C F A# None,None None 5 1 4 None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-10-10-8_sus4_x-x-x-10-11-8,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_root_position_1-3-5_x-x-x-10-10-8_sus4,x-x-x-10-11-8,"[null, null, null, 10, 11, 8]",3-2-1,root_position,,65,11,3,None None None F A# C,None None None 1 4 5,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_6-5-4_root_position_1-3-5_13-12-10-x-x-x_sus4_13-13-10-x-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_6-5-4_root_position_1-3-5_13-12-10-x-x-x_sus4,13-13-10-x-x-x,"[13, 13, 10, null, null, null]",6-5-4,root_position,,65,13,3,F A# C None None None,1 4 5 None None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-12-10-10-x-x_sus4_x-13-10-10-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_first_inversion_3-5-1_x-12-10-10-x-x_sus4,x-13-10-10-x-x,"[null, 13, 10, 10, null, null]",5-4-3,first_inversion_or_suspended_bass,,65,13,3,None A# C F None None,None 4 5 1 None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-15-15-14-x-x_sus4_x-15-15-15-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_5-4-3_second_inversion_5-1-3_x-15-15-14-x-x_sus4,x-15-15-15-x-x,"[null, 15, 15, 15, null, null]",5-4-3,second_inversion,,65,15,0,None C F A# None None,None 5 1 4 None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-15-14-13-x_sus4_x-x-15-15-13-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_4-3-2_root_position_1-3-5_x-x-15-14-13-x_sus4,x-x-15-15-13-x,"[null, null, 15, 15, 13, null]",4-3-2,root_position,,65,15,2,None None F A# C None,None None 1 4 5 None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-14-13-13_sus4_x-x-x-15-13-13,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_first_inversion_3-5-1_x-x-x-14-13-13_sus4,x-x-x-15-13-13,"[null, null, null, 15, 13, 13]",3-2-1,first_inversion_or_suspended_bass,,65,15,2,None None None A# C F,None None None 4 5 1,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_6-5-4_first_inversion_3-5-1_17-15-15-x-x-x_sus4_18-15-15-x-x-x,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_6-5-4_first_inversion_3-5-1_17-15-15-x-x-x_sus4,18-15-15-x-x-x,"[18, 15, 15, null, null, null]",6-5-4,first_inversion_or_suspended_bass,,65,18,3,A# C F None None None,4 5 1 None None None,{}
F_sus4_triad_related_suspended_from_F_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-17-18-17_sus4_x-x-x-17-18-18,F,sus4,sus4,1 4 5,intermediate_core,triad_related_suspended,from_F_major_triad_position_triad_3-2-1_second_inversion_5-1-3_x-x-x-17-18-17_sus4,x-x-x-17-18-18,"[null, null, null, 17, 18, 18]",3-2-1,second_inversion,,65,18,1,None None None C F A#,None None None 5 1 4,{}
F#_diminished_triad_position_triad_3-2-1_first_inversion_b3-b5-1_x-x-x-2-1-2,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_first_inversion_b3-b5-1,x-x-x-2-1-2,"[null, null, null, 2, 1, 2]",3-2-1,first_inversion_or_suspended_bass,first_inversion,60,2,1,None None None A C F#,None None None b3 b5 1,{}
F#_diminished_triad_position_triad_5-4-3_second_inversion_b5-1-b3_x-3-4-2-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_second_inversion_b5-1-b3,x-3-4-2-x-x,"[null, 3, 4, 2, null, null]",5-4-3,second_inversion,second_inversion,60,4,2,None C F# A None None,None b5 1 b3 None None,{}
F#_diminished_triad_position_triad_4-3-2_root_position_1-b3-b5_x-x-4-2-1-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_root_position_1-b3-b5,x-x-4-2-1-x,"[null, null, 4, 2, 1, null]",4-3-2,root_position,root_position,60,4,3,None None F# A C None,None None 1 b3 b5 None,{}
F#_diminished_triad_position_triad_6-5-4_first_inversion_b3-b5-1_5-3-4-x-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_first_inversion_b3-b5-1,5-3-4-x-x-x,"[5, 3, 4, null, null, null]",6-5-4,first_inversion_or_suspended_bass,first_inversion,60,5,2,A C F# None None None,b3 b5 1 None None None,{}
F#_diminished_triad_position_triad_5-4-3_first_inversion_b3-1-b5_x-0-4-5-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_first_inversion_b3-1-b5,x-0-4-5-x-x,"[null, 0, 4, 5, null, null]",5-4-3,first_inversion_or_suspended_bass,first_inversion,60,5,1,None A F# C None None,None b3 1 b5 None None,{}
F#_diminished_triad_position_triad_4-3-2_first_inversion_b3-b5-1_x-x-7-5-7-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_first_inversion_b3-b5-1,x-x-7-5-7-x,"[null, null, 7, 5, 7, null]",4-3-2,first_inversion_or_suspended_bass,first_inversion,60,7,2,None None A C F# None,None None b3 b5 1 None,{}
F#_diminished_triad_position_triad_3-2-1_second_inversion_b5-1-b3_x-x-x-5-7-5,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_second_inversion_b5-1-b3,x-x-x-5-7-5,"[null, null, null, 5, 7, 5]",3-2-1,second_inversion,second_inversion,60,7,2,None None None C F# A,None None None b5 1 b3,{}
F#_diminished_triad_position_triad_6-5-4_second_inversion_b5-1-b3_8-9-7-x-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_second_inversion_b5-1-b3,8-9-7-x-x-x,"[8, 9, 7, null, null, null]",6-5-4,second_inversion,second_inversion,60,9,2,C F# A None None None,b5 1 b3 None None None,{}
F#_diminished_triad_position_triad_5-4-3_root_position_1-b3-b5_x-9-7-5-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_root_position_1-b3-b5,x-9-7-5-x-x,"[null, 9, 7, 5, null, null]",5-4-3,root_position,root_position,60,9,4,None F# A C None None,None 1 b3 b5 None None,{}
F#_diminished_triad_position_triad_4-3-2_second_inversion_b5-1-b3_x-x-10-11-10-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_second_inversion_b5-1-b3,x-x-10-11-10-x,"[null, null, 10, 11, 10, null]",4-3-2,second_inversion,second_inversion,60,11,1,None None C F# A None,None None b5 1 b3 None,{}
F#_diminished_triad_position_triad_3-2-1_root_position_1-b3-b5_x-x-x-11-10-8,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_root_position_1-b3-b5,x-x-x-11-10-8,"[null, null, null, 11, 10, 8]",3-2-1,root_position,root_position,60,11,3,None None None F# A C,None None None 1 b3 b5,{}
F#_diminished_triad_position_triad_5-4-3_first_inversion_b3-b5-1_x-12-10-11-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_first_inversion_b3-b5-1,x-12-10-11-x-x,"[null, 12, 10, 11, null, null]",5-4-3,first_inversion_or_suspended_bass,first_inversion,60,12,2,None A C F# None None,None b3 b5 1 None None,{}
F#_diminished_triad_position_triad_6-5-4_root_position_1-b3-b5_14-12-10-x-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_root_position_1-b3-b5,14-12-10-x-x-x,"[14, 12, 10, null, null, null]",6-5-4,root_position,root_position,60,14,4,F# A C None None None,1 b3 b5 None None None,{}
F#_diminished_triad_position_triad_3-2-1_first_inversion_b3-b5-1_x-x-x-14-13-14,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_3-2-1_first_inversion_b3-b5-1,x-x-x-14-13-14,"[null, null, null, 14, 13, 14]",3-2-1,first_inversion_or_suspended_bass,first_inversion,60,14,1,None None None A C F#,None None None b3 b5 1,{}
F#_diminished_triad_position_triad_5-4-3_second_inversion_b5-1-b3_x-15-16-14-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_5-4-3_second_inversion_b5-1-b3,x-15-16-14-x-x,"[null, 15, 16, 14, null, null]",5-4-3,second_inversion,second_inversion,60,16,2,None C F# A None None,None b5 1 b3 None None,{}
F#_diminished_triad_position_triad_4-3-2_root_position_1-b3-b5_x-x-16-14-13-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_4-3-2_root_position_1-b3-b5,x-x-16-14-13-x,"[null, null, 16, 14, 13, null]",4-3-2,root_position,root_position,60,16,3,None None F# A C None,None None 1 b3 b5 None,{}
F#_diminished_triad_position_triad_6-5-4_first_inversion_b3-b5-1_17-15-16-x-x-x,F#,diminished,dim,1 b3 b5,advanced_reference,triad_position,triad_6-5-4_first_inversion_b3-b5-1,17-15-16-x-x-x,"[17, 15, 16, null, null, null]",6-5-4,first_inversion_or_suspended_bass,first_inversion,60,17,2,A C F# None None None,b3 b5 1 None None None,{}
F#_diminished7_movable_diminished_A_root_dim7_diamond_x-9-10-8-10-x,F#,diminished7,dim7,1 b3 b5 bb7,intermediate_core,movable_diminished,A_root_dim7_diamond,x-9-10-8-10-x,"[null, 9, 10, 8, 10, null]",,root_position,,45,10,2,None F# C D# A None,None 1 b5 6/bb7 b3 None,{}
F#_diminished7_movable_diminished_E_root_dim7_barre_14-x-13-14-13-x,F#,diminished7,dim7,1 b3 b5 bb7,intermediate_core,movable_diminished,E_root_dim7_barre,14-x-13-14-13-x,"[14, null, 13, 14, 13, null]",,root_position,,45,14,1,F# None D# A C None,1 None 6/bb7 b3 b5 None,{}
F#_diminished7_compact_seventh_position_seventh_4-3-2-1_bb7-b3-b5-1_x-x-1-2-1-2,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_bb7-b3-b5-1,x-x-1-2-1-2,"[null, null, 1, 2, 1, 2]",4-3-2-1,seventh_in_bass,,80,2,1,None None D# A C F#,None None 6/bb7 b3 b5 1,{}
F#_diminished7_compact_seventh_position_seventh_6-5-4-3_1-b5-bb7-b3_2-3-1-2-x-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_1-b5-bb7-b3,2-3-1-2-x-x,"[2, 3, 1, 2, null, null]",6-5-4-3,root_position,,80,3,2,F# C D# A None None,1 b5 6/bb7 b3 None None,{}
F#_diminished7_compact_seventh_position_seventh_5-4-3-2_b5-1-b3-bb7_x-3-4-2-4-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b5-1-b3-bb7,x-3-4-2-4-x,"[null, 3, 4, 2, 4, null]",5-4-3-2,second_inversion,,80,4,2,None C F# A D# None,None b5 1 b3 6/bb7 None,{}
F#_diminished7_compact_seventh_position_seventh_6-5-4-3_1-b3-bb7-b5_2-0-1-5-x-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_1-b3-bb7-b5,2-0-1-5-x-x,"[2, 0, 1, 5, null, null]",6-5-4-3,root_position,,80,5,4,F# A D# C None None,1 b3 6/bb7 b5 None None,{}
F#_diminished7_compact_seventh_position_seventh_5-4-3-2_b3-1-b5-bb7_x-0-4-5-4-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b3-1-b5-bb7,x-0-4-5-4-x,"[null, 0, 4, 5, 4, null]",5-4-3-2,first_inversion_or_suspended_bass,,80,5,1,None A F# C D# None,None b3 1 b5 6/bb7 None,{}
F#_diminished7_compact_seventh_position_seventh_4-3-2-1_1-b5-bb7-b3_x-x-4-5-4-5,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_1-b5-bb7-b3,x-x-4-5-4-5,"[null, null, 4, 5, 4, 5]",4-3-2-1,root_position,,80,5,1,None None F# C D# A,None None 1 b5 6/bb7 b3,{}
F#_diminished7_compact_seventh_position_seventh_6-5-4-3_b3-bb7-1-b5_5-6-4-5-x-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b3-bb7-1-b5,5-6-4-5-x-x,"[5, 6, 4, 5, null, null]",6-5-4-3,first_inversion_or_suspended_bass,,80,6,2,A D# F# C None None,b3 6/bb7 1 b5 None None,{}
F#_diminished7_compact_seventh_position_seventh_5-4-3-2_bb7-b3-b5-1_x-6-7-5-7-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_bb7-b3-b5-1,x-6-7-5-7-x,"[null, 6, 7, 5, 7, null]",5-4-3-2,seventh_in_bass,,80,7,2,None D# A C F# None,None 6/bb7 b3 b5 1 None,{}
F#_diminished7_compact_seventh_position_seventh_4-3-2-1_b3-bb7-1-b5_x-x-7-8-7-8,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_b3-bb7-1-b5,x-x-7-8-7-8,"[null, null, 7, 8, 7, 8]",4-3-2-1,first_inversion_or_suspended_bass,,80,8,1,None None A D# F# C,None None b3 6/bb7 1 b5,{}
F#_diminished7_compact_seventh_position_seventh_6-5-4-3_b5-1-b3-bb7_8-9-7-8-x-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_b5-1-b3-bb7,8-9-7-8-x-x,"[8, 9, 7, 8, null, null]",6-5-4-3,second_inversion,,80,9,2,C F# A D# None None,b5 1 b3 6/bb7 None None,{}
F#_diminished7_compact_seventh_position_seventh_4-3-2-1_b5-1-b3-bb7_x-x-10-11-10-11,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_b5-1-b3-bb7,x-x-10-11-10-11,"[null, null, 10, 11, 10, 11]",4-3-2-1,second_inversion,,80,11,1,None None C F# A D#,None None b5 1 b3 6/bb7,{}
F#_diminished7_compact_seventh_position_seventh_6-5-4-3_bb7-b3-b5-1_11-12-10-11-x-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_bb7-b3-b5-1,11-12-10-11-x-x,"[11, 12, 10, 11, null, null]",6-5-4-3,seventh_in_bass,,80,12,2,D# A C F# None None,6/bb7 b3 b5 1 None None,{}
F#_diminished7_compact_seventh_position_seventh_5-4-3-2_b3-bb7-1-b5_x-12-13-11-13-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b3-bb7-1-b5,x-12-13-11-13-x,"[null, 12, 13, 11, 13, null]",5-4-3-2,first_inversion_or_suspended_bass,,80,13,2,None A D# F# C None,None b3 6/bb7 1 b5 None,{}
F#_diminished7_compact_seventh_position_seventh_4-3-2-1_bb7-b3-b5-1_x-x-13-14-13-14,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_bb7-b3-b5-1,x-x-13-14-13-14,"[null, null, 13, 14, 13, 14]",4-3-2-1,seventh_in_bass,,80,14,1,None None D# A C F#,None None 6/bb7 b3 b5 1,{}
F#_diminished7_compact_seventh_position_seventh_6-5-4-3_1-b5-bb7-b3_14-15-13-14-x-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_6-5-4-3_1-b5-bb7-b3,14-15-13-14-x-x,"[14, 15, 13, 14, null, null]",6-5-4-3,root_position,,80,15,2,F# C D# A None None,1 b5 6/bb7 b3 None None,{}
F#_diminished7_compact_seventh_position_seventh_5-4-3-2_b5-1-b3-bb7_x-15-16-14-16-x,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_5-4-3-2_b5-1-b3-bb7,x-15-16-14-16-x,"[null, 15, 16, 14, 16, null]",5-4-3-2,second_inversion,,80,16,2,None C F# A D# None,None b5 1 b3 6/bb7 None,{}
F#_diminished7_compact_seventh_position_seventh_4-3-2-1_1-b5-bb7-b3_x-x-16-17-16-17,F#,diminished7,dim7,1 b3 b5 bb7,advanced_reference,compact_seventh_position,seventh_4-3-2-1_1-b5-bb7-b3,x-x-16-17-16-17,"[null, null, 16, 17, 16, 17]",4-3-2-1,root_position,,80,17,1,None None F# C D# A,None None 1 b5 6/bb7 b3,{}
